                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    302,                0.55571,                0.36119,                0.87709,                0.99931,                0.97115,                0.99434,                0.92237,                0.38986,                0.29741,                0.84876,                0.00101,                0.00101,                0.00101
                    303,                0.53633,                0.33655,                0.87887,                 0.9993,                0.97115,                0.99416,                0.92551,                0.39304,                0.29148,                0.85217,              0.0010067,              0.0010067,              0.0010067
                    304,                0.48788,                0.31399,                0.85933,                0.99931,                0.97115,                0.99407,                0.93563,                0.39967,                0.28964,                 0.8549,              0.0010034,              0.0010034,              0.0010034
                    305,                0.51547,                0.33732,                0.88908,                      1,                 0.9801,                0.99388,                0.92771,                0.40538,                0.28873,                0.85698,              0.0010001,              0.0010001,              0.0010001
                    306,                0.52368,                0.31582,                0.89164,                0.99936,                0.97115,                0.99435,                 0.9102,                0.43375,                0.29468,                0.86556,              0.0009968,              0.0009968,              0.0009968
                    307,                0.57399,                0.36868,                0.89883,                0.99935,                0.97115,                0.99435,                0.91819,                0.39113,                 0.2722,                0.85308,              0.0009935,              0.0009935,              0.0009935
                    308,                0.52294,                0.32916,                0.87687,                0.99935,                0.97115,                0.99453,                0.93868,                0.35043,                0.26615,                0.84196,              0.0009902,              0.0009902,              0.0009902
                    309,                0.47379,                0.31822,                0.88829,                0.99934,                0.97115,                0.99444,                0.93742,                 0.3512,                0.27178,                 0.8422,              0.0009869,              0.0009869,              0.0009869
                    310,                 0.4966,                0.31074,                0.88129,                0.99938,                0.97115,                 0.9941,                0.92961,                0.37247,                0.27737,                0.84847,              0.0009836,              0.0009836,              0.0009836
                    311,                0.51496,                0.34685,                0.87065,                0.99937,                0.97115,                0.99381,                0.93251,                0.36095,                0.27766,                0.84215,              0.0009803,              0.0009803,              0.0009803
                    312,                0.50503,                0.33972,                0.86815,                0.99935,                0.97115,                0.99335,                0.94031,                0.36407,                0.27557,                0.84399,               0.000977,               0.000977,               0.000977
                    313,                0.53236,                0.33854,                0.88454,                0.99934,                0.97115,                0.99326,                0.94636,                 0.3557,                0.27661,                0.84139,              0.0009737,              0.0009737,              0.0009737
                    314,                0.53439,                0.34528,                0.88979,                 0.9993,                0.97115,                0.99337,                0.93101,                0.36097,                 0.2786,                0.84386,              0.0009704,              0.0009704,              0.0009704
                    315,                0.49537,                0.32597,                0.85679,                0.99928,                0.97115,                0.99359,                0.93286,                0.35693,                0.27888,                0.84204,              0.0009671,              0.0009671,              0.0009671
                    316,                0.52754,                 0.3464,                0.88905,                      1,                0.98007,                0.99396,                0.93874,                0.35797,                0.26802,                 0.8401,              0.0009638,              0.0009638,              0.0009638
                    317,                0.54995,                0.35411,                0.88286,                 0.9993,                0.97115,                0.99384,                0.93532,                0.35458,                0.26749,                0.83852,              0.0009605,              0.0009605,              0.0009605
                    318,                0.57087,                0.36191,                  0.898,                0.99929,                0.97115,                  0.994,                0.91827,                0.40967,                0.28326,                0.85497,              0.0009572,              0.0009572,              0.0009572
                    319,                 0.5596,                0.35707,                0.91276,                0.99924,                0.97115,                0.99384,                0.91572,                0.40599,                0.29882,                0.85446,              0.0009539,              0.0009539,              0.0009539
                    320,                0.54538,                0.36056,                0.90155,                      1,                0.98003,                0.99436,                0.93483,                0.38602,                0.29453,                0.84525,              0.0009506,              0.0009506,              0.0009506
                    321,                0.51817,                0.33502,                 0.8593,                      1,                0.98004,                0.99436,                0.93398,                0.37464,                0.28366,                0.84336,              0.0009473,              0.0009473,              0.0009473
                    322,                0.54352,                0.35375,                0.86965,                 0.9993,                0.97115,                0.99416,                0.91748,                0.41492,                0.29485,                 0.8577,               0.000944,               0.000944,               0.000944
                    323,                0.54582,                0.33365,                0.89365,                0.99932,                0.97115,                0.99399,                0.91911,                0.40442,                0.29408,                0.85426,              0.0009407,              0.0009407,              0.0009407
                    324,                0.51602,                0.33202,                0.90023,                0.99892,                0.97115,                0.99357,                0.92888,                0.37482,                0.27437,                0.84642,              0.0009374,              0.0009374,              0.0009374
                    325,                0.50411,                0.33005,                0.88838,                0.99874,                0.97115,                0.99376,                0.93958,                0.36276,                0.26724,                0.84433,              0.0009341,              0.0009341,              0.0009341
                    326,                0.50752,                0.33642,                0.88637,                0.99908,                0.97115,                0.99384,                0.92801,                0.37352,                0.27204,                0.84858,              0.0009308,              0.0009308,              0.0009308
                    327,                0.50283,                0.32352,                0.88493,                0.99927,                0.97115,                0.99349,                0.92243,                0.36129,                0.27385,                0.84308,              0.0009275,              0.0009275,              0.0009275
                    328,                0.48984,                0.32712,                0.86226,                0.99926,                0.97115,                0.99409,                0.91636,                0.38045,                0.27669,                0.84785,              0.0009242,              0.0009242,              0.0009242
                    329,                0.49378,                0.33295,                0.85874,                0.99926,                0.97115,                0.99409,                0.92047,                0.37305,                 0.2763,                0.84497,              0.0009209,              0.0009209,              0.0009209
                    330,                0.52481,                0.33759,                0.86614,                 0.9993,                0.97115,                0.99426,                0.92562,                0.37719,                0.28642,                0.84416,              0.0009176,              0.0009176,              0.0009176
                    331,                0.52852,                0.35582,                0.89301,                0.99929,                0.97115,                0.99471,                0.91611,                0.39099,                0.28909,                0.84966,              0.0009143,              0.0009143,              0.0009143
                    332,                0.52241,                0.31884,                0.88028,                0.99933,                0.97115,                0.99452,                0.91793,                0.39045,                0.28353,                0.85077,               0.000911,               0.000911,               0.000911
                    333,                0.49662,                0.32617,                0.88483,                 0.9993,                0.97115,                0.99443,                0.92588,                0.36223,                0.27968,                 0.8424,              0.0009077,              0.0009077,              0.0009077
                    334,                0.52544,                0.35339,                0.89599,                0.99924,                0.97115,                0.99453,                0.94122,                0.35223,                0.27551,                0.84125,              0.0009044,              0.0009044,              0.0009044
                    335,                0.51599,                0.33003,                0.88687,                 0.9993,                0.97115,                0.99462,                0.93884,                 0.3519,                0.27467,                0.84083,              0.0009011,              0.0009011,              0.0009011
                    336,                0.51448,                0.34099,                0.87374,                0.99931,                0.97115,                0.99443,                0.92777,                0.37262,                0.28714,                0.84897,              0.0008978,              0.0008978,              0.0008978
                    337,                0.52184,                0.34135,                0.87228,                0.99932,                0.97115,                0.99443,                0.92399,                0.37415,                0.29509,                0.85071,              0.0008945,              0.0008945,              0.0008945
                    338,                0.51875,                0.33178,                0.89733,                      1,                0.98011,                0.99481,                0.93569,                0.36232,                0.28326,                0.85162,              0.0008912,              0.0008912,              0.0008912
                    339,                0.49661,                0.32092,                0.88263,                      1,                0.98011,                0.99472,                0.92203,                 0.3994,                0.28582,                0.86115,              0.0008879,              0.0008879,              0.0008879
                    340,                0.51464,                0.33369,                0.89428,                      1,                0.98009,                0.99481,                0.93659,                 0.3636,                0.27707,                0.84746,              0.0008846,              0.0008846,              0.0008846
                    341,                0.51646,                0.32432,                0.88179,                      1,                 0.9801,                0.99481,                 0.9406,                 0.3555,                0.28024,                0.84296,              0.0008813,              0.0008813,              0.0008813
                    342,                0.51061,                0.34113,                 0.8802,                0.99929,                0.97115,                0.99471,                0.91338,                0.39788,                 0.2907,                0.85793,               0.000878,               0.000878,               0.000878
                    343,                 0.4632,                0.29684,                0.84466,                      1,                0.97995,                0.99481,                0.91913,                0.39739,                0.27956,                0.85708,              0.0008747,              0.0008747,              0.0008747
                    344,                0.48658,                0.30972,                0.87589,                0.99914,                0.97115,                0.99452,                0.93643,                0.35856,                0.26695,                0.84471,              0.0008714,              0.0008714,              0.0008714
                    345,                0.49025,                 0.3334,                0.87731,                0.99906,                0.97115,                0.99443,                0.93722,                0.35008,                0.26272,                0.84144,              0.0008681,              0.0008681,              0.0008681
                    346,                0.48974,                0.32599,                 0.8751,                      1,                 0.9798,                0.99463,                0.93626,                0.37166,                0.28143,                0.84612,              0.0008648,              0.0008648,              0.0008648
                    347,                0.52141,                0.33198,                0.89149,                      1,                0.97986,                0.99481,                0.92006,                0.40376,                0.28494,                0.85776,              0.0008615,              0.0008615,              0.0008615
                    348,                0.50724,                 0.3246,                0.87432,                      1,                0.97996,                0.99463,                 0.9366,                0.37415,                0.27521,                0.84854,              0.0008582,              0.0008582,              0.0008582
                    349,                0.51473,                0.35161,                0.88662,                      1,                0.97999,                0.99481,                0.92494,                0.37989,                0.27835,                0.84926,              0.0008549,              0.0008549,              0.0008549
                    350,                0.52822,                0.32123,                0.86893,                      1,                0.98005,                0.99463,                0.90651,                 0.4323,                0.29159,                0.86652,              0.0008516,              0.0008516,              0.0008516
                    351,                0.51287,                0.33722,                0.87145,                      1,                0.98006,                0.99472,                0.95176,                0.34391,                0.26994,                 0.8422,              0.0008483,              0.0008483,              0.0008483
                    352,                0.48896,                 0.3072,                0.87211,                      1,                0.98003,                0.99472,                0.93092,                0.37523,                0.27321,                0.85247,               0.000845,               0.000845,               0.000845
                    353,                0.52433,                0.34285,                0.88464,                      1,                0.98002,                0.99481,                0.91465,                0.39733,                0.27838,                0.85668,              0.0008417,              0.0008417,              0.0008417
                    354,                0.46802,                0.31705,                0.88192,                0.99921,                0.97115,                0.99471,                0.90094,                0.43764,                0.29044,                0.86675,              0.0008384,              0.0008384,              0.0008384
                    355,                 0.4874,                0.33085,                0.87801,                0.99923,                0.97115,                0.99453,                0.91946,                0.37861,                0.27418,                0.85079,              0.0008351,              0.0008351,              0.0008351
                    356,                0.47427,                0.30827,                 0.8758,                0.99935,                0.97115,                0.99452,                0.92284,                0.39621,                0.27865,                0.85582,              0.0008318,              0.0008318,              0.0008318
                    357,                0.49839,                0.32553,                  0.882,                0.99937,                0.97115,                0.99434,                0.91826,                0.41195,                0.28219,                0.86106,              0.0008285,              0.0008285,              0.0008285
                    358,                0.51107,                 0.3351,                0.87116,                0.99938,                0.97115,                0.99435,                0.92249,                0.38987,                0.28409,                0.85409,              0.0008252,              0.0008252,              0.0008252
                    359,                0.52643,                0.33279,                0.89551,                0.99926,                0.97115,                0.99427,                0.93983,                0.33324,                0.26939,                0.83789,              0.0008219,              0.0008219,              0.0008219
                    360,                0.47255,                0.32951,                0.85303,                0.99917,                0.97115,                0.99399,                0.94545,                0.32472,                0.26237,                0.83546,              0.0008186,              0.0008186,              0.0008186
                    361,                0.47512,                0.31484,                0.86892,                0.99925,                0.97115,                0.99408,                0.92911,                0.34672,                 0.2667,                0.84004,              0.0008153,              0.0008153,              0.0008153
                    362,                0.51604,                0.31256,                0.86046,                0.99926,                0.97115,                  0.994,                0.92561,                0.36045,                0.27381,                0.84288,               0.000812,               0.000812,               0.000812
                    363,                0.46061,                0.31104,                0.85847,                0.99924,                0.97115,                0.99418,                0.94438,                0.34377,                 0.2699,                0.83821,              0.0008087,              0.0008087,              0.0008087
                    364,                0.49051,                0.32155,                0.87642,                      1,                0.98003,                 0.9942,                0.92696,                0.38748,                0.28015,                0.84951,              0.0008054,              0.0008054,              0.0008054
                    365,                0.50713,                0.31274,                0.85767,                0.99927,                0.97115,                 0.9941,                 0.9332,                0.36735,                0.27567,                0.84324,              0.0008021,              0.0008021,              0.0008021
                    366,                0.49839,                0.31915,                0.87027,                      1,                0.97999,                0.99412,                0.91966,                0.38294,                0.28339,                0.84865,              0.0007988,              0.0007988,              0.0007988
                    367,                0.50005,                0.31148,                0.86239,                      1,                0.98002,                0.99436,                  0.914,                0.37985,                0.28531,                0.85052,              0.0007955,              0.0007955,              0.0007955
                    368,                0.49605,                0.31691,                0.87005,                0.99931,                0.97115,                0.99418,                0.92351,                0.36103,                0.27665,                 0.8426,              0.0007922,              0.0007922,              0.0007922
                    369,                 0.4933,                0.31108,                0.88009,                0.99932,                0.97115,                0.99444,                0.92607,                0.34923,                0.27237,                0.83714,              0.0007889,              0.0007889,              0.0007889
                    370,                0.47953,                0.30639,                0.87892,                0.99936,                0.97115,                0.99462,                0.94693,                0.33751,                0.26493,                0.83252,              0.0007856,              0.0007856,              0.0007856
                    371,                0.47533,                 0.3103,                0.85571,                0.99936,                0.97115,                0.99453,                0.95034,                0.33705,                0.25658,                0.83436,              0.0007823,              0.0007823,              0.0007823
                    372,                0.50063,                0.32384,                0.87742,                      1,                0.98014,                0.99463,                0.94404,                0.35786,                0.26292,                 0.8416,               0.000779,               0.000779,               0.000779
                    373,                0.49442,                0.31887,                0.87557,                0.99936,                0.97115,                0.99462,                 0.9452,                0.33372,                0.26366,                0.83447,              0.0007757,              0.0007757,              0.0007757
                    374,                0.47969,                0.32155,                0.86293,                      1,                 0.9801,                0.99463,                0.94034,                0.32705,                0.26486,                0.83105,              0.0007724,              0.0007724,              0.0007724
                    375,                 0.4874,                0.31756,                0.88901,                 0.9993,                0.97115,                0.99471,                0.93611,                  0.352,                0.25343,                 0.8382,              0.0007691,              0.0007691,              0.0007691
                    376,                0.48531,                0.29778,                0.86479,                0.99929,                0.97115,                0.99427,                0.92285,                0.37774,                0.27962,                0.84637,              0.0007658,              0.0007658,              0.0007658
                    377,                0.49235,                0.32102,                0.87108,                0.99929,                0.97115,                0.99444,                0.93045,                0.36818,                0.27791,                0.84391,              0.0007625,              0.0007625,              0.0007625
                    378,                0.46807,                0.30883,                0.86514,                0.99929,                0.97115,                0.99386,                0.94559,                 0.3411,                0.27033,                0.83807,              0.0007592,              0.0007592,              0.0007592
                    379,                0.49358,                0.32568,                 0.8866,                0.99928,                0.97115,                0.99402,                0.94048,                   0.35,                0.27716,                0.84137,              0.0007559,              0.0007559,              0.0007559
                    380,                0.48755,                0.32557,                0.88668,                      1,                0.98004,                0.99472,                0.93879,                0.35858,                0.28291,                0.84377,              0.0007526,              0.0007526,              0.0007526
                    381,                0.48894,                0.31595,                0.86968,                      1,                   0.98,                0.99481,                0.93929,                 0.3652,                0.28952,                0.84503,              0.0007493,              0.0007493,              0.0007493
                    382,                0.50385,                0.33888,                0.90023,                0.99916,                0.97115,                0.99453,                0.93928,                0.35121,                0.27653,                0.84079,               0.000746,               0.000746,               0.000746
                    383,                0.45389,                0.29811,                0.85678,                0.99918,                0.97115,                0.99471,                0.94342,                0.32889,                0.25961,                0.83622,              0.0007427,              0.0007427,              0.0007427
                    384,                0.46866,                0.30258,                0.86054,                0.99924,                0.97115,                0.99471,                0.94858,                0.33247,                0.25738,                0.83659,              0.0007394,              0.0007394,              0.0007394
                    385,                0.44088,                0.28131,                0.84098,                0.99927,                0.97115,                0.99435,                0.94193,                0.34041,                0.25951,                0.83665,              0.0007361,              0.0007361,              0.0007361
                    386,                0.49567,                0.31663,                 0.8818,                0.99928,                0.97115,                0.99462,                0.92635,                0.41146,                0.28522,                0.85547,              0.0007328,              0.0007328,              0.0007328
                    387,                0.51181,                0.32486,                 0.8753,                      1,                0.98004,                0.99445,                0.92759,                0.39396,                0.27414,                0.84973,              0.0007295,              0.0007295,              0.0007295
                    388,                0.48072,                0.32461,                0.86336,                0.99927,                0.97115,                0.99434,                0.95468,                0.33105,                0.25096,                0.83308,              0.0007262,              0.0007262,              0.0007262
                    389,                0.49568,                0.32388,                0.88138,                0.99926,                0.97115,                0.99434,                0.95822,                0.32454,                0.24622,                0.83303,              0.0007229,              0.0007229,              0.0007229
                    390,                0.48786,                0.31333,                 0.8711,                0.99927,                0.97115,                0.99452,                0.95486,                0.32443,                0.25409,                0.83218,              0.0007196,              0.0007196,              0.0007196
                    391,                0.46294,                0.31657,                0.86731,                 0.9993,                0.97115,                0.99369,                0.95238,                0.32364,                0.25508,                0.83365,              0.0007163,              0.0007163,              0.0007163
                    392,                0.45101,                0.29024,                0.86931,                0.99931,                0.97115,                0.99376,                0.94929,                0.33106,                0.24703,                0.83586,               0.000713,               0.000713,               0.000713
                    393,                0.50161,                0.32858,                  0.877,                0.99933,                0.97115,                0.99443,                0.94925,                0.32617,                 0.2455,                0.83429,              0.0007097,              0.0007097,              0.0007097
                    394,                0.49189,                0.29831,                0.85859,                0.99934,                0.97115,                0.99409,                0.94838,                0.33825,                0.25587,                0.83823,              0.0007064,              0.0007064,              0.0007064
                    395,                0.48948,                0.30606,                0.86068,                0.99936,                0.97115,                0.99393,                0.92896,                0.37023,                0.26238,                0.84691,              0.0007031,              0.0007031,              0.0007031
                    396,                0.47204,                0.31145,                 0.8717,                0.99937,                0.97115,                0.99409,                0.94691,                0.32239,                0.24683,                0.83166,              0.0006998,              0.0006998,              0.0006998
                    397,                0.45579,                0.29239,                0.85385,                0.99936,                0.97115,                0.99392,                0.94878,                0.31455,                0.24343,                0.82807,              0.0006965,              0.0006965,              0.0006965
                    398,                0.45282,                0.30315,                 0.8627,                0.99938,                0.97115,                0.99384,                0.95083,                0.31008,                0.24506,                0.82679,              0.0006932,              0.0006932,              0.0006932
                    399,                0.47831,                0.30805,                0.87134,                0.99937,                0.97115,                0.99346,                 0.9592,                0.31147,                0.25324,                0.82702,              0.0006899,              0.0006899,              0.0006899
                    400,                 0.4497,                0.30327,                0.86317,                0.99937,                0.97115,                0.99335,                0.95357,                0.31881,                0.25993,                0.83054,              0.0006866,              0.0006866,              0.0006866
                    401,                0.46562,                0.29889,                0.85634,                0.99936,                0.97115,                0.99363,                0.95406,                0.30716,                0.25569,                0.82774,              0.0006833,              0.0006833,              0.0006833
                    402,                0.45228,                0.32643,                0.85678,                0.99932,                0.97115,                0.99371,                0.95117,                0.31801,                0.25388,                0.83041,                0.00068,                0.00068,                0.00068
                    403,                 0.4846,                0.31847,                0.88026,                0.99933,                0.97115,                0.99402,                0.94775,                0.32219,                0.25279,                0.83043,              0.0006767,              0.0006767,              0.0006767
                    404,                0.44471,                0.28806,                0.85342,                0.99934,                0.97115,                0.99453,                0.93975,                0.32367,                0.25763,                 0.8334,              0.0006734,              0.0006734,              0.0006734
                    405,                0.45674,                 0.3059,                0.86748,                0.99935,                0.97115,                0.99444,                 0.9447,                0.31759,                0.25489,                0.83234,              0.0006701,              0.0006701,              0.0006701
                    406,                0.45214,                0.29479,                 0.8508,                0.99936,                0.97115,                0.99471,                0.95414,                0.30301,                0.24832,                0.82889,              0.0006668,              0.0006668,              0.0006668
                    407,                  0.465,                0.29669,                0.87954,                      1,                0.98005,                0.99463,                 0.9358,                0.32787,                0.24888,                0.83255,              0.0006635,              0.0006635,              0.0006635
                    408,                 0.4942,                0.31552,                0.87408,                0.99934,                0.97115,                0.99453,                0.93494,                0.32872,                 0.2513,                0.83142,              0.0006602,              0.0006602,              0.0006602
                    409,                0.42328,                0.29296,                0.85471,                      1,                0.98005,                0.99472,                0.94642,                0.31374,                0.24883,                0.82862,              0.0006569,              0.0006569,              0.0006569
                    410,                0.45638,                0.30909,                0.84021,                0.99928,                0.97115,                0.99462,                0.95052,                0.31091,                0.25438,                0.82969,              0.0006536,              0.0006536,              0.0006536
                    411,                0.43992,                0.30148,                0.87314,                0.99926,                0.97115,                0.99417,                0.95552,                0.30801,                0.25596,                0.82749,              0.0006503,              0.0006503,              0.0006503
                    412,                0.42814,                0.28424,                0.85801,                0.99923,                0.97115,                0.99417,                0.95568,                 0.3197,                0.25343,                0.82949,               0.000647,               0.000647,               0.000647
                    413,                0.43197,                0.28895,                0.86407,                0.99923,                0.97115,                0.99434,                0.94991,                0.32783,                  0.251,                 0.8313,              0.0006437,              0.0006437,              0.0006437
                    414,                0.46745,                0.30776,                0.86512,                0.99925,                0.97115,                0.99443,                  0.942,                 0.3441,                0.26113,                0.83689,              0.0006404,              0.0006404,              0.0006404
                    415,                0.49094,                0.31715,                0.85007,                0.99926,                0.97115,                0.99462,                0.95289,                0.31119,                0.25416,                0.82796,              0.0006371,              0.0006371,              0.0006371
                    416,                0.45355,                0.29286,                0.87286,                0.99927,                0.97115,                0.99452,                0.95681,                0.30296,                 0.2539,                0.82555,              0.0006338,              0.0006338,              0.0006338
                    417,                 0.4477,                0.29943,                0.88211,                0.99925,                0.97115,                0.99443,                0.95132,                0.31166,                0.25582,                0.82705,              0.0006305,              0.0006305,              0.0006305
                    418,                0.44027,                0.27914,                0.86553,                0.99926,                0.97115,                0.99434,                0.94037,                0.31905,                0.25307,                0.82767,              0.0006272,              0.0006272,              0.0006272
                    419,                0.42124,                0.28688,                0.83497,                0.99929,                0.97115,                0.99417,                0.93868,                 0.3392,                0.25332,                0.83192,              0.0006239,              0.0006239,              0.0006239
                    420,                0.45376,                0.30809,                0.86587,                0.99933,                0.97115,                0.99369,                 0.9527,                0.31942,                 0.2468,                0.82791,              0.0006206,              0.0006206,              0.0006206
                    421,                0.46171,                0.29168,                0.85988,                0.99934,                0.97115,                0.99434,                0.95082,                0.31774,                 0.2436,                0.82884,              0.0006173,              0.0006173,              0.0006173
                    422,                0.43769,                0.29955,                0.86668,                0.99936,                0.97115,                 0.9941,                0.95057,                0.30941,                0.24849,                0.82817,               0.000614,               0.000614,               0.000614
                    423,                0.44609,                 0.2932,                0.84795,                0.99939,                0.97115,                0.99417,                0.95557,                0.32155,                0.25544,                0.83014,              0.0006107,              0.0006107,              0.0006107
                    424,                0.46241,                0.30743,                0.86347,                 0.9994,                0.97115,                0.99426,                 0.9517,                 0.3342,                0.25065,                0.83114,              0.0006074,              0.0006074,              0.0006074
                    425,                0.44495,                0.30977,                0.86432,                 0.9994,                0.97115,                0.99453,                0.94811,                0.33004,                0.24582,                0.83152,              0.0006041,              0.0006041,              0.0006041
                    426,                0.44184,                0.29451,                0.86286,                0.99939,                0.97115,                0.99453,                0.94744,                0.31375,                0.23551,                0.82851,              0.0006008,              0.0006008,              0.0006008
                    427,                0.43577,                0.29993,                0.84438,                0.99941,                0.97115,                0.99462,                0.95585,                0.30509,                0.23473,                0.82666,              0.0005975,              0.0005975,              0.0005975
                    428,                0.44947,                0.30034,                0.86669,                0.99938,                0.97115,                0.99462,                0.96952,                0.29473,                0.23246,                 0.8216,              0.0005942,              0.0005942,              0.0005942
                    429,                0.44905,                0.30776,                0.87475,                0.99937,                0.97115,                0.99392,                0.96956,                0.29728,                0.23628,                0.82288,              0.0005909,              0.0005909,              0.0005909
                    430,                0.43766,                0.28337,                0.84756,                0.99931,                0.97115,                  0.994,                0.96331,                0.29868,                0.24607,                 0.8243,              0.0005876,              0.0005876,              0.0005876
                    431,                0.44633,                0.29728,                0.85191,                      1,                0.97999,                0.99428,                 0.9673,                0.29268,                0.24337,                0.82391,              0.0005843,              0.0005843,              0.0005843
                    432,                0.44186,                 0.2822,                0.84481,                0.99938,                0.97115,                0.99376,                0.95882,                0.29136,                0.24203,                0.82533,               0.000581,               0.000581,               0.000581
                    433,                 0.4615,                0.30892,                0.87112,                0.99938,                0.97115,                0.99384,                0.95572,                0.30014,                0.24238,                0.82793,              0.0005777,              0.0005777,              0.0005777
                    434,                0.47335,                0.30661,                 0.8597,                0.99943,                0.97115,                 0.9937,                0.94248,                0.32869,                0.25081,                0.83464,              0.0005744,              0.0005744,              0.0005744
                    435,                0.45747,                0.28612,                0.84908,                0.99947,                0.97115,                0.99417,                0.95366,                0.33377,                0.24842,                0.83556,              0.0005711,              0.0005711,              0.0005711
